#Num friends, num posts, num likes
671,78,231
921,112,270
358,109,185
585,157,489
798,84,212
391,123,311
614,103,270
491,136,331
480,105,205
929,88,193
707,71,124
778,65,68
509,113,258
815,100,192
552,133,435
560,96,180
947,83,174
267,67,254
813,109,244
709,77,173
615,114,253
323,98,225
901,106,217
781,86,261
664,104,226
271,98,163
35,120,294
624,85,143
680,77,218
546,89,251
595,72,172
340,118,253
634,52,143
721,131,414
984,96,308
667,82,155
548,115,274
752,56,131
775,94,287
364,62,138
639,94,235
663,86,120
377,40,30
894,66,120
666,68,23
836,74,152
431,104,274
656,86,205
869,111,309
713,107,193
444,138,389
429,149,322
715,115,352
699,103,251
858,158,504
732,79,140
808,149,450
1025,116,394
608,90,176
737,63,63
1058,101,353
787,103,302
866,99,385
471,115,352
578,117,186
644,94,149
555,102,161
466,142,334
927,72,174
587,113,263
378,95,190
665,64,142
530,117,340
670,63,177
584,129,441
685,83,191
903,137,294
522,126,400
495,96,334
439,144,373
834,32,103
572,95,310
599,65,112
692,115,327
764,78,202
619,131,283
1052,119,349
830,75,148
667,89,32
345,65,189
788,82,132
657,113,330
322,104,256
397,142,417
850,112,211
887,131,347
893,139,443
740,89,194
855,92,245
716,85,190
661,88,202
951,98,283
556,81,157
767,113,221
496,131,277
472,120,337
809,79,156
845,75,114
840,146,393
763,125,329
631,115,329
707,136,376
798,96,222
471,92,186
667,92,268
580,108,304
460,153,473
324,88,247
964,56,90
948,146,419
559,103,168
1114,82,221
857,89,341
720,113,345
680,90,206
851,72,161
359,120,300
1005,94,291
958,78,203
828,82,263
436,115,275
557,121,378
710,105,274
482,77,97
666,132,220
928,94,323
404,106,243
769,129,356
591,117,299
595,81,101
495,86,264
659,113,302
520,70,106
665,97,316
535,69,282
499,159,547
885,108,300
511,83,178
546,71,201
930,124,363
938,71,158
707,111,276
932,87,220
589,96,265
389,131,283
576,130,442
534,121,431
933,101,272
689,126,253
586,132,309
669,151,414
1001,72,165
617,132,293
670,115,279
453,96,181
1112,74,199
603,93,306
583,85,198
1186,112,350
898,157,494
740,77,185
823,62,133
706,90,174
1036,61,114
656,113,212
694,108,214
975,91,275
578,119,146
1027,87,261
1144,73,221
746,77,220
786,70,149
524,103,266
643,102,281
345,79,201
987,110,337
826,49,89
656,95,150
842,132,320
485,107,289
475,63,39
648,77,154
646,92,320
1096,89,218
653,91,263
928,112,339
450,111,205
704,111,333
666,132,290
778,99,281
553,65,166
1045,93,270
987,99,304
974,138,318
710,93,142
1057,86,354
775,123,460
787,118,427
896,19,90
796,109,411
874,100,277
499,78,185
760,97,203
860,102,281
515,135,301
1110,66,168
783,109,240
707,101,288
556,104,326
663,127,404
878,108,272
644,93,233
743,99,270
770,97,317
888,116,327
927,119,334
784,91,147
526,117,316
463,92,180
554,93,242
442,103,236
659,148,363
1145,72,259
384,109,246
821,101,222
1069,69,182
851,51,76
468,138,352
394,100,226
280,149,304
181,118,328
898,81,111
164,121,294
994,94,337
853,105,271
830,73,185
339,72,141
367,75,204
868,62,73
735,138,360
799,105,237
627,71,198
464,102,240
648,81,226
521,113,254
764,93,286
842,86,265
538,108,240
675,99,201
649,115,255
896,126,352
1006,118,254
505,98,197
641,108,278
628,102,219
656,142,417
659,89,256
987,68,271
512,91,258
901,63,215
1107,79,100
703,132,370
761,111,315
562,86,135
642,112,450
962,89,294
578,137,363
549,99,165
631,122,395
858,83,318
925,131,341
498,106,201
725,132,287
1048,101,352
640,107,292
845,100,246
874,101,337
660,80,213
411,114,326
726,109,235
449,87,112
624,119,383
624,135,370
1060,103,267
669,137,316
476,109,204
772,77,211
653,162,369
856,101,273
874,134,318
977,111,294
446,108,251
643,104,361
669,105,265
793,88,147
587,104,213
909,93,274
658,85,165
587,95,232
660,62,253
397,114,204
454,54,140
699,84,200
465,91,195
784,83,185
842,142,345
512,87,218
708,54,135
876,114,323
553,125,297
714,87,124
1024,126,312
930,99,255
662,120,316
1029,168,480
837,116,224
632,49,15
451,153,430
659,100,235
682,84,224
577,124,320
614,71,105
690,109,169
424,113,174
512,95,187
842,89,145
499,74,195
678,106,312
425,93,269
384,123,304
673,113,306
721,114,224
983,71,266
626,91,198
607,57,82
592,77,163
656,119,289
474,123,262
1228,76,217
978,57,123
1073,148,396
642,159,460
144,142,339
735,64,162
473,57,13
297,93,108
938,95,287
794,135,428
792,131,383
743,82,149
676,136,481
786,103,231
420,120,346
506,102,240
919,120,473
912,87,227
731,83,198
441,115,192
779,156,511
684,120,298
990,95,234
583,125,369
1125,81,208
756,108,319
552,104,304
778,77,135
446,83,247
547,134,324
663,108,217
780,91,149
769,119,460
487,108,233
338,129,209
1113,77,201
988,109,318
811,87,230
661,98,209
968,73,234
854,130,310
979,78,209
943,142,511
582,121,328
553,88,269
610,63,90
627,106,245
81,117,228
1077,89,279
736,97,237
772,101,313
595,78,97
152,108,175
928,122,406
894,113,247
737,119,352
464,108,284
598,104,262
691,85,230
752,37,58
825,72,101
774,106,291
1096,79,230
727,91,346
1061,99,310
551,85,173
722,54,62
661,115,307
781,52,162
901,73,233
597,116,160
963,106,318
564,81,251
807,112,305
815,144,381
839,42,6
701,78,293
522,126,327
564,125,232
1003,96,345
467,91,279
851,87,277
829,94,376
863,108,333
449,146,279
830,127,374
625,80,172
568,96,127
688,97,198
584,51,54
623,106,253
806,137,376
825,75,152
1105,84,176
869,77,173
608,96,95
477,78,132
702,116,401
930,68,145
921,77,235
490,111,250
223,155,447
740,67,123
702,70,199
621,130,440
780,66,97
287,126,224
1036,51,105
620,143,429
736,113,224
978,102,237
958,113,386
683,70,128
732,82,160
811,115,379
778,140,389
798,53,116
900,91,310
1033,100,356
621,68,16
753,127,242
921,109,294
531,125,338
406,87,200
406,145,406
745,97,231
739,121,356
755,76,205
702,64,149
746,102,310
365,120,350
939,136,363
618,78,273
1133,104,191
632,130,348
559,112,297
241,106,218
562,112,373
959,53,92
762,91,293
874,94,292
669,82,92
769,80,270
697,70,141
824,80,157
639,137,333
442,100,194
770,84,139
445,94,205
666,64,156
493,160,393
687,81,187
589,87,250
521,102,196
709,90,254
745,77,197
1140,104,323
886,48,139
695,146,409
655,84,144
764,151,407
1321,85,216
632,111,157
579,105,228
666,50,168
566,142,241
893,58,96
306,127,354
902,80,170
595,86,244
784,73,194
610,139,418
1016,83,212
747,95,121
896,104,296
672,148,392
538,112,291
120,102,141
714,121,451
987,56,133
662,107,162
721,106,240
558,101,203
798,84,173
901,133,255
754,34,75
878,69,150
683,98,143
413,85,209
678,81,239
754,124,313
492,113,197
481,124,325
755,111,310
807,78,172
747,60,110
777,75,190
424,140,374
947,92,201
985,126,410
593,92,171
876,87,125
601,97,98
490,59,153
624,111,296
556,94,237
661,101,268
643,79,202
399,114,265
868,62,169
781,74,242
1068,75,181
542,107,297
713,84,77
745,119,289
763,58,176
824,108,256
680,129,303
661,111,231
584,103,310
691,105,323
459,103,300
493,116,197
884,41,117
1216,118,394
584,110,291
410,107,200
541,116,308
899,58,134
646,141,298
548,150,468
533,103,148
341,109,245
1021,87,144
548,86,245
635,83,183
233,171,424
621,124,400
591,113,300
549,134,365
678,133,363
736,136,348
479,114,209
814,93,365
785,109,432
628,102,262
1031,106,301
817,97,249
675,87,184
692,61,65
534,117,266
800,96,246
949,107,332
753,61,154
378,124,281
598,99,208
837,75,309
1051,83,265
441,84,177
553,85,222
520,117,205
702,120,262
568,103,254
834,89,199
878,114,251
882,94,305
882,73,229
601,80,213
694,90,265
342,78,146
582,121,336
864,75,114
571,71,173
541,96,279
858,80,210
1027,118,237
644,84,199
729,99,249
474,112,244
905,61,99
961,70,96
876,131,384
748,110,289
1106,105,402
1016,111,270
1098,81,183
518,77,58
723,81,148
797,91,173
731,65,211
983,62,156
899,94,182
347,98,259
609,98,251
132,117,284
645,86,237
731,99,247
778,148,440
638,108,383
466,64,142
654,74,165
704,87,202
476,134,276
668,120,393
474,117,241
777,106,336
905,104,272
561,86,285
718,66,36
527,77,217
729,89,228
637,44,0
399,89,204
633,82,161
770,116,247
833,92,364
510,105,260
918,65,160
508,122,312
501,106,297
669,104,271
714,98,254
616,85,204
905,92,282
1309,49,195
988,81,261
542,68,199
835,72,185
771,102,197
776,76,204
1092,115,377
605,68,149
703,91,174
892,62,144
843,136,492
773,87,186
809,85,197
906,145,395
1173,91,229
604,99,330
627,90,237
585,35,64
713,42,51
452,143,352
426,78,130
595,121,239
483,100,238
815,108,292
926,99,397
541,117,276
691,94,246
425,102,217
830,99,334
769,100,207
845,93,221
654,105,184
719,51,69
891,87,136
648,88,230
325,110,302
743,68,85
810,73,185
645,83,208
808,92,174
1079,106,272
885,110,144
416,91,293
786,73,105
830,72,296
485,121,280
677,106,260
578,79,231
817,129,370
761,77,215
548,118,268
830,42,47
654,149,523
499,109,182
623,122,254
651,134,343
627,97,296
378,133,302
694,95,229
569,116,314
567,133,327
675,117,203
585,86,178
607,126,298
527,98,164
708,78,220
680,132,352
841,110,393
770,63,101
551,120,239
966,39,93
804,106,251
532,98,273
795,86,168
848,97,322
482,97,244
760,96,191
750,56,0
863,69,237
1056,108,234
757,142,425
647,94,208
847,106,134
535,96,214
878,88,230
428,103,261
495,155,485
685,130,386
1039,85,227
649,127,322
477,106,292
971,110,176
599,130,323
996,120,343
639,106,193
347,144,463
774,57,46
647,122,284
949,135,370
717,88,104
847,102,329
745,59,42
749,49,42
765,100,350
791,111,301
345,97,107
922,73,286
530,123,320
831,129,243
591,118,284
799,92,263
464,124,362
788,91,334
398,111,285
480,134,263
527,91,198
1153,73,193
947,81,155
512,141,364
1073,88,268
701,77,140
477,141,345
921,85,209
726,99,262
514,93,95
516,38,16
829,110,365
754,74,196
946,119,365
1157,91,277
619,55,101
745,104,366
654,94,244
578,75,159
865,86,176
757,127,356
850,122,366
616,103,335
931,87,259
587,120,239
602,85,197
1051,81,183
699,141,421
769,57,171
454,112,288
876,74,308
578,54,143
771,96,306
497,92,218
531,77,129
943,110,282
605,145,419
654,95,188
442,78,153
191,147,311
448,105,301
846,108,304
810,107,287
86,109,160
604,101,258
911,55,152
464,115,250
655,113,371
754,86,194
476,105,182
600,91,170
676,149,338
506,123,305
735,106,275
922,86,184
442,36,79
832,68,161
724,88,191
553,124,268
378,87,176
882,75,231
736,49,88
557,77,184
574,67,1
796,125,332
1147,61,120
655,83,163
683,116,310
966,62,120
552,139,367
489,113,286
664,87,157
636,113,246
874,94,250
784,80,100
611,84,198
977,67,164
457,119,242
881,143,360
784,120,270
675,106,328
675,119,301
511,107,315
1043,136,413
590,49,72
792,112,410
483,141,372
581,68,90
554,118,246
888,84,148
631,69,186
584,133,365
891,114,240
585,131,373
526,111,312
1014,93,286
529,113,327
944,109,293
806,68,250
721,119,210
761,119,232
666,124,218
1020,100,237
639,84,174
296,122,342
431,99,241
677,99,190
581,86,256
668,146,372
808,101,386
723,99,241
760,96,171
668,89,192
763,75,161
1320,73,228
852,85,237
451,131,262
973,118,357
807,88,260
470,144,330
610,129,337
781,111,295
667,89,181
905,91,241
525,88,12
645,121,348
622,126,364
815,99,249
800,91,272
351,118,248
794,78,249
892,109,236
700,68,159
373,122,323
861,80,263
543,108,265
543,77,152
566,118,207
432,103,215
828,126,395
518,89,233
938,72,168
626,91,194
559,77,196
782,98,266
617,106,290
733,77,190
716,91,152
852,123,272
750,122,283
556,75,167
483,92,253
1007,103,292
573,129,272
748,97,289
930,118,355
1094,74,229
576,59,109
1117,112,172
679,73,159
716,89,166
682,97,263
680,119,211
911,42,114
788,90,285
552,155,257
695,118,255
378,137,297
787,94,200
606,106,286
558,108,274
517,96,258
761,89,279
456,148,389
604,118,275
635,74,141
526,121,366
770,84,201
677,118,349
505,74,40
408,111,146
601,105,264
851,100,165
722,99,253
640,100,238
992,89,260
946,136,373
382,126,262
885,98,303
335,146,287
830,126,339
716,122,283
775,88,231
709,89,153
502,113,365
835,108,309
747,98,222
796,94,236
1093,45,70
1054,97,274
697,111,290
398,85,167
519,93,224
851,119,312
507,80,89
685,90,160
712,61,172
834,108,251
465,90,147
601,79,51
882,127,436
917,56,145
664,118,282
952,96,263
908,109,349
673,101,276
677,81,187
549,62,104
496,103,247
681,150,428
819,117,324
1124,80,264
687,54,209
565,135,364
942,93,348
854,65,193
492,116,316
493,95,232
1041,91,407
396,133,393
773,82,265
842,60,201
957,102,321
567,95,138
820,72,117
499,90,263
699,83,182
699,119,254
957,146,556
682,76,173
515,54,62
764,94,259
657,141,261
941,64,85
426,141,374
493,119,257
611,108,289
983,66,103
466,104,251
731,100,255
343,92,136
545,51,142
623,80,130
748,133,368
771,85,199
616,69,54
1075,99,327
918,94,300
660,60,166
763,153,371
473,73,118
167,109,270
1048,82,288
582,95,315
578,105,295
824,78,94
510,104,250
648,107,296
819,99,176
800,88,194
348,114,236
714,85,210
511,117,293
878,111,241
887,124,340
788,114,365
520,122,267
633,105,258
971,91,210
1051,98,306
579,103,221
584,150,371
1116,64,203
540,99,220
1007,96,218
318,95,187
897,89,294
524,55,92
660,146,488
769,143,417
950,94,341
727,104,206
617,162,457
939,138,367
415,156,502
365,117,269
622,118,294
677,106,208
1136,49,137
775,189,555
401,129,265
772,102,261
948,112,181
595,60,91
645,108,235
1000,90,185
719,83,120
846,100,247
278,129,237
873,69,191
967,54,90
838,63,190
727,121,333
937,127,145
594,82,159
471,113,346
987,118,297
803,116,297
823,103,271
774,84,83
233,133,250
485,110,258
489,94,228
594,132,366
626,80,160
645,151,417
909,63,135
492,65,214
773,97,276
429,92,191
921,31,2
804,148,480
915,70,161
180,167,395
623,113,312
842,84,276
660,115,389
643,96,220
834,65,234
720,61,112
1050,65,171
605,111,239
531,112,277
315,85,249
652,110,290
912,131,334
632,115,284
794,120,264
537,91,298
782,99,279
636,122,262
1173,55,153
927,23,50
935,77,215
684,64,182
931,108,325
822,78,102
595,110,265
754,53,138
564,91,225
625,102,348
863,136,432
741,107,224
702,87,297
519,86,259
697,37,40
849,132,412
447,112,212
748,98,300
1073,69,241
570,138,368
741,114,313
395,72,81
499,74,149
992,119,348
767,106,175
636,110,230
716,79,179
633,143,417
699,99,158
1124,80,227
702,109,289
464,81,235
804,111,247
979,86,298
568,67,177
522,99,221
696,70,230
760,107,285
887,99,360
883,77,148
692,97,251
926,122,291
811,107,175
715,59,192
745,98,203
800,80,236
622,61,107
627,53,131
713,37,65
529,130,268
677,127,388
592,110,276
494,91,79
457,86,216
454,84,120
1147,58,157
841,137,443
579,111,293
743,67,53
876,68,129
599,69,213
912,134,403
683,69,130
814,94,260
703,106,205
798,69,196
555,79,219
559,97,175
1067,89,341
463,161,360
480,145,281
760,95,203
417,92,261
399,69,145
440,54,140
628,50,32
728,96,126
711,97,247
921,65,57
673,60,150
670,44,47
383,142,323
840,133,414
615,117,230
613,84,144
580,63,101
595,83,182
511,124,328
513,126,284
1120,84,253
965,127,364
755,52,160
721,116,267
389,92,258
306,72,152
778,80,225
676,85,145
360,111,207
531,85,210
1024,55,94
647,119,388
799,68,230
620,90,285
971,96,299
879,72,227
770,79,243
873,118,282
789,61,130
437,90,232
683,100,247
774,102,288
604,100,305
701,100,206
339,128,287
675,101,341
360,118,224
748,107,248
765,90,263
549,120,297
877,127,324
711,126,367
626,95,137
769,105,318
592,93,236
828,79,234
356,109,338
273,107,218
929,50,180
599,115,328
592,86,215
820,86,279
858,62,226
654,79,233
407,75,86
763,80,151
951,77,305
874,62,104
597,98,222
578,119,301
714,66,188
792,140,337
760,76,120
654,137,292
447,102,225
880,85,185
819,98,227
871,131,409
464,65,98
782,156,386
865,128,402
834,107,256
744,129,412
741,95,343
583,91,272
800,119,373
616,139,373
604,104,234
852,129,370
585,156,461
688,60,106
858,91,197
898,88,198
664,126,259
512,101,327
284,88,124
628,106,350
749,76,156
723,54,197
474,110,310
443,94,209
28,142,363
546,113,275
370,81,93
656,94,247
651,62,41
606,124,267
799,92,172
456,105,182
588,125,282
910,84,200
284,121,228
567,144,404
364,81,231
808,79,255
560,81,133
884,144,327
960,111,340
425,137,378
601,127,353
473,123,398
874,43,91
719,77,176
799,112,308
648,108,165
671,120,265
603,113,160
654,65,71
945,126,386
603,83,152
661,89,274
773,89,231
721,126,279
748,82,172
553,95,272
734,70,176
627,77,139
719,85,166
658,95,287
851,83,138
521,106,157
1059,78,205
699,83,119
360,166,437
1203,59,184
572,102,187
617,123,267
693,118,308
599,68,256
580,111,284
725,80,152
513,88,110
1039,96,297
754,80,245
720,101,350
362,91,192
960,127,306
750,74,249
954,63,204
417,101,322
959,77,193
864,127,333
705,93,265
821,95,181
1089,76,259
433,118,241
693,68,155
912,101,238
383,105,172
840,158,459
1072,62,177
577,105,184
610,130,306
926,132,360
484,98,222
790,74,244
546,71,159
708,119,423
296,104,176
579,117,370
626,134,328
549,73,177
390,89,231
694,92,159
641,100,212
972,109,222
307,144,445
430,99,214
972,39,124
837,125,371
701,96,244
993,116,369
399,166,465
646,93,190
725,125,303
643,86,255
492,59,129
450,61,162
955,50,142
649,79,135
1113,61,162
370,111,344
269,122,379
483,88,243
916,116,273
726,105,215
518,102,272
606,124,337
547,118,292
693,106,248
480,158,425
678,101,262
523,119,245
445,102,186
658,79,200
625,114,280
719,98,173
720,120,239
373,45,130
598,157,426
835,38,62
762,111,334
734,84,85
172,149,464
679,118,238
842,80,259
930,78,276
965,98,263
570,93,153
394,118,251
793,143,434
667,103,184
886,107,252
751,93,199
492,84,282
1006,88,319
972,113,221
721,56,153
654,94,219
488,99,271
916,61,91
1067,73,186
643,92,300
371,77,154
746,69,113
1031,71,167
542,94,270
853,95,250
934,86,198
907,117,352
652,117,309
924,104,368
573,102,234
615,60,164
685,119,376
696,116,301
599,72,127
710,141,401
748,65,82
626,75,152
523,121,344
637,104,304
504,73,81
618,114,281
618,104,385
548,136,488
759,107,330
1140,80,179
910,141,485
349,90,202
610,113,334
935,73,255
674,93,258
311,104,272
469,80,208
331,152,294
917,56,72
567,123,368
510,80,148
834,152,451
938,106,251
773,102,282
636,95,230
749,80,216
739,154,540
744,53,11
795,47,114
926,114,298
1078,75,185
392,124,223
652,133,396
587,117,342
598,173,470
770,122,325
356,94,145
807,116,306
592,141,377
1071,75,294
716,110,330
411,125,315
722,95,89
529,57,53
593,131,333
987,65,202
587,107,287
1040,80,163
538,88,247
795,99,271
748,128,404
911,90,152
794,65,145
724,144,435
1058,156,452
531,157,323
927,130,370
574,81,248
975,96,288
747,77,251
581,112,316
706,163,436
1024,49,131
700,85,299
667,82,138
798,125,355
872,78,268
506,90,231
824,90,144
450,78,88
823,88,219
954,69,106
687,59,74
770,113,276
610,71,14
733,133,396
874,118,343
626,103,298
1023,91,208
308,152,485
708,125,367
596,71,142
636,109,334
31,143,373
573,106,235
780,83,125
651,99,281
970,95,213
420,68,82
510,111,298
698,89,235
916,105,290
628,87,211
653,118,364
857,96,293
629,68,167
1091,57,214
878,108,255
627,92,321
440,61,23
943,75,243
240,58,161
603,101,165
567,100,184
742,142,395
702,91,194
605,123,286
994,73,212
536,105,165
832,71,174
874,73,159
652,117,301
597,110,312
678,127,392
602,112,273
793,107,246
586,119,355
564,144,480
743,114,285
781,108,285
854,96,221
897,114,387
760,57,56
940,79,201
560,84,60
342,94,243
450,87,215
846,107,151
714,92,174
509,113,191
584,115,258
748,58,155
524,77,94
653,107,295
907,158,460
783,108,366
751,68,126
818,146,441
744,130,354
386,100,156
848,95,270
644,143,342
628,110,271
823,90,271
778,85,100
554,83,115
1012,76,190
754,72,52
823,97,287
643,55,86
1150,97,238
805,103,362
470,122,370
890,127,419
694,106,313
829,91,308
316,126,259
710,82,178
821,92,289
487,104,224
830,99,431
727,115,315
653,92,145
539,106,274
394,132,296
533,116,194
527,124,260
935,84,147
659,96,328
513,75,134
483,66,72
580,64,188
680,119,436
447,148,344
306,112,177
432,107,285
428,127,173
908,79,251
465,107,187
1115,139,401
553,110,246
732,64,113
897,84,217
571,144,370
509,113,233
479,103,301
582,108,247
655,77,197
483,105,270
511,144,459
974,86,148
1061,92,310
890,119,387
645,136,375
472,122,271
496,125,273
436,108,229
674,74,122
612,87,182
707,85,218
394,96,193
693,143,345
439,81,181
1136,66,151
703,120,264
898,119,337
800,83,279
954,107,294
579,98,250
494,129,404
519,105,334
618,106,274
673,129,325
886,69,208
1122,100,245
523,102,302
555,112,250
801,133,310
1009,76,204
693,91,266
1173,96,325
560,106,263
1023,103,251
927,89,301
1000,81,191
582,151,382
643,121,307
796,99,274
713,96,211
380,38,112
920,107,289
399,86,179
742,110,315
439,120,301
426,87,166
657,97,280
795,78,280
876,97,200
605,107,286
941,70,151
777,75,127
655,89,163
1021,140,366
692,105,237
1114,131,406
543,120,214
996,95,301
628,140,443
655,132,309
713,183,528
1013,98,357
611,72,177
739,123,283
949,97,244
736,71,122
838,83,239
886,120,262
1203,98,266
607,108,348
886,90,187
840,64,194
552,118,224
802,128,342
580,104,274
617,84,244
827,80,203
843,92,238
820,68,135
881,111,290
957,55,122
580,125,415
1010,108,274
724,95,298
643,102,278
537,149,284
717,66,103
691,116,243
852,89,200
499,95,198
723,82,214
649,140,358
618,122,301
613,139,387
863,112,222
638,91,313
530,105,317
1048,112,304
1300,81,388
712,22,106
141,104,251
588,122,408
918,75,206
730,121,251
499,127,352
1019,82,276
349,110,192
568,87,133
627,133,385
228,130,344
1014,127,243
918,39,57
701,62,59
895,99,261
748,97,277
670,90,243
639,109,244
574,71,113
1037,75,207
973,96,220
639,72,144
720,98,271
928,122,305
952,97,261
742,94,205
907,105,248
491,108,174
651,95,266
994,41,66
465,86,107
992,90,246
335,113,244
992,93,292
835,135,356
771,111,322
652,92,217
413,133,325
373,152,353
810,119,322
944,149,371
900,99,197
569,113,216
908,111,337
548,102,137
775,120,276
539,93,273
888,85,182
596,126,290
1092,106,256
521,135,252
552,98,351
612,102,263
935,67,166
713,116,370
797,108,266
530,105,360
813,83,118
488,99,262
1101,106,302
525,101,228
891,102,286
856,94,219
691,107,329
473,88,197
717,98,214
713,78,200
523,121,346
607,73,181
650,126,364
797,91,197
772,98,272
636,123,280
832,90,212
689,107,282
775,105,257
1199,82,204
802,78,226
646,79,186
426,138,338
913,71,215
694,78,208
387,108,247
549,69,151
516,91,213
668,100,299
596,95,325
665,83,236
643,99,264
718,120,250
789,87,221
882,89,292
820,147,401
216,154,324
682,106,290
644,56,143
575,54,61
701,133,325
1179,88,172
666,105,201
974,120,393
614,95,180
658,114,287
933,118,331
744,122,262
849,90,158
502,87,78
1044,102,298
766,116,346
663,66,101
782,107,283
563,101,194
860,142,447
508,89,202
675,44,73
1072,49,97
1018,108,371
539,106,386
324,105,207
758,99,319
494,103,331
422,108,233
761,123,424
566,115,254
374,107,241
608,67,168
527,120,308
766,136,362
797,75,167
927,81,193
356,117,314
543,79,169
1010,75,193
745,72,115
561,119,348
685,85,283
487,106,192
603,111,268
895,91,231
786,117,287
620,120,245
647,124,394
525,85,158
569,131,399
1232,59,174
378,96,276
559,134,275
493,85,159
722,106,306
553,73,179
593,126,272
749,112,265
841,78,155
990,57,43
386,85,179
817,86,243
492,106,254
597,108,342
983,89,263
749,91,193
656,129,463
656,80,217
481,78,192
824,70,143
439,126,351
1216,55,150
782,110,255
465,135,313
781,57,214
798,115,256
462,143,423
717,87,143
1124,82,256
1176,92,297
637,107,246
781,97,84
563,96,200
974,93,256
677,156,433
645,105,366
876,87,187
612,72,169
925,61,85
934,123,377
707,97,316
453,90,223
643,118,312
1015,66,187
990,133,373
589,78,164
827,102,229
754,129,295
700,102,185
481,113,274
824,111,177
757,66,133
767,125,269
1002,110,289
783,95,328
600,130,240
750,103,316
675,100,288
791,74,197
1064,91,273
612,93,206
741,95,220
591,75,214
763,115,363
593,85,162
888,101,218
565,88,218
800,85,217
812,69,204
890,107,416
745,126,376
1010,78,217
571,77,241
705,28,12
594,88,299
881,78,97
683,116,308
853,106,281
665,102,241
602,53,115
874,129,361
804,46,88
965,78,237
581,132,337
495,116,252
692,147,464
356,95,88
567,70,154
619,86,301
939,87,215
568,92,176
593,118,362
1016,107,289
889,89,127
450,98,219
783,130,357
615,106,291
472,76,142
737,148,466
427,90,135
548,85,163
829,120,253
391,127,367
485,118,283
721,103,208
157,98,178
826,79,176
773,134,374
627,98,277
500,135,260
859,96,222
425,131,456
1024,88,279
575,112,291
908,53,223
926,83,208
911,98,336
454,115,258
618,116,294
929,118,282
577,111,293
665,129,392
1015,148,505
763,113,320
689,79,246
502,83,156
402,105,213
462,123,299
463,102,242
575,95,151
475,151,478
597,108,382
796,89,338
720,76,180
767,107,361
545,114,292
585,144,320
252,89,114
809,131,473
748,128,299
564,108,292
640,71,63
607,82,112
683,154,489
814,68,85
479,101,332
697,95,301
563,116,321
683,95,130
746,136,353
644,107,338
814,96,293
725,102,201
942,101,284
820,81,217
517,89,320
370,131,235
868,61,166
771,130,293
567,76,136
620,93,184
657,84,238
649,149,220
560,116,227
648,63,86
944,66,145
288,103,158
298,106,286
763,92,216
791,86,222
747,122,379
790,137,329
635,90,298
985,72,127
530,110,192
385,118,362
546,82,160
736,99,211
230,156,370
480,117,246
517,101,285
701,129,359
845,111,296
450,62,84
576,53,75
458,83,91
697,93,173
835,130,412
529,84,222
641,56,107
948,100,290
475,130,369
790,83,218
653,96,229
512,141,459
547,72,94
546,118,269
847,69,180
609,95,262
679,108,338
425,88,102
277,151,353
510,100,269
531,95,194
353,105,196
909,78,284
576,121,266
463,91,163
680,91,304
733,84,138
812,125,401
668,88,224
399,146,271
882,84,121
739,118,391
928,59,289
360,110,292
396,95,233
777,56,177
828,146,397
738,48,107
468,130,300
333,118,300
1000,97,352
561,118,252
649,112,315
607,81,214
733,81,278
617,124,367
562,104,234
1095,122,341
741,145,387
1077,79,239
1014,123,224
790,85,195
947,67,166
563,102,285
692,117,275
962,107,373
460,113,272
616,129,359
1034,54,193
872,104,349
917,98,212
1008,56,163
916,72,128
959,53,165
954,79,87
515,95,152
1007,147,375
516,99,148
569,71,102
887,89,249
888,77,207
1011,61,220
640,133,394
907,44,117
590,138,346
668,79,250
830,117,378
551,77,59
841,88,233
635,70,150
541,117,308
850,83,223
354,140,307
791,108,294
903,115,241
480,106,285
788,79,208
1033,88,250
761,93,234
463,131,254
563,82,120
378,91,215
941,82,307
962,81,253
800,96,183
824,89,332
485,153,453
912,127,282
362,99,175
321,152,423
613,41,47
857,124,252
661,90,224
816,145,390
843,92,241
678,82,205
842,38,94
850,70,209
400,84,258
605,116,307
911,100,226
628,118,340
610,81,150
520,83,71
859,123,298
476,93,254
773,82,277
843,82,201
717,108,263
101,125,279
770,121,284
730,103,173
795,93,313
451,92,199
638,104,319
837,83,205
411,115,305
1092,87,327
502,97,209
753,95,279
1005,76,180
667,69,163
633,152,279
698,124,327
814,86,191
293,109,246
501,102,213
462,56,117
962,148,484
484,102,196
718,74,151
795,137,474
917,94,354
1033,104,359
761,111,266
642,134,270
476,69,107
965,91,303
614,95,193
417,121,290
962,100,317
1093,43,119
812,41,79
856,75,221
455,104,231
761,116,411
904,86,238
428,92,312
712,138,406
400,65,66
698,93,170
619,100,313
700,109,360
631,59,76
623,80,6
695,91,246
873,82,218
668,104,243
599,120,272
725,67,214
1289,84,232
465,145,367
588,91,229
599,80,190
833,103,350
791,162,395
328,136,285
233,85,267
616,106,242
485,138,348
850,111,292
994,57,180
750,84,197
611,79,198
562,129,275
315,113,242
482,121,326
806,58,62
776,146,450
467,106,244
539,139,309
681,83,269
809,81,223
624,138,412
701,72,93
1031,143,350
1012,138,494
339,99,208
933,116,332
894,77,144
654,154,488
839,141,409
776,103,357
349,110,206
773,67,216
651,101,210
709,97,316
896,127,347
928,78,93
808,72,143
740,92,197
315,129,251
474,88,210
728,107,278
1267,61,95
617,94,307
896,81,176
989,117,368
382,132,324
910,78,218
1067,131,438
656,94,159
725,134,354
459,131,311
